236,1,20
237,1,21
238,1,22
239,1,23
240,1,24
241,1,25
242,1,26
243,1,27
244,1,28
245,1,30
246,1,31
247,1,32
248,1,33
249,1,34
250,1,35
251,1,36
252,1,37
253,1,38
254,1,39
255,1,40
256,1,41
257,1,42
258,1,43
259,1,44
260,1,45
261,1,46
262,1,47
263,1,48
264,1,49
265,1,51
266,1,52
267,1,53
268,1,54
269,1,55
270,1,56
271,1,57
272,1,58
273,1,59
274,1,60
275,1,61
276,1,62
277,1,63
278,1,64
279,1,65
280,1,66
281,1,67
282,1,68
283,1,70
284,1,71
285,1,72
286,1,73
287,1,74
288,1,75
289,1,76
290,1,77
291,1,78
292,1,79
293,1,80
294,1,81
295,1,82
296,1,83
297,1,84
298,1,85
299,1,86
300,1,87
1,3,72
2,3,73
3,3,74
4,3,75
5,3,76
6,3,77
7,3,78
8,3,79
9,3,80
10,3,81
11,3,82
12,3,83
13,3,84
14,3,85
15,3,86
16,3,87
17,3,89
18,3,90
19,3,91
20,3,92
21,3,93
22,3,94
23,3,95
24,3,96
25,3,97
26,3,98
27,3,99
28,4,00
29,4,01
30,4,02
31,4,03
32,4,04
33,4,05
34,4,06
35,4,07
36,4,08
37,4,09
38,4,11
39,4,12
40,4,13
41,4,14
42,4,15
43,4,16
44,4,17
45,4,18
46,4,19
47,4,20
48,4,21
49,4,22
50,4,23
51,4,24
52,4,25
53,4,26
54,4,27
55,4,28
56,4,29
57,4,30
58,4,31
59,4,32
60,4,33
61,4,34
62,4,35
63,4,37
64,4,38
65,4,39
66,4,40
67,4,41
68,4,42
69,4,43
70,4,44
71,4,45
72,4,46
73,4,47
74,4,48
75,4,49
76,4,50
77,4,51
78,4,52
79,4,53
80,4,54
81,4,55
82,4,56
83,4,57
84,4,58
85,4,59
86,4,60
87,4,61
88,4,62
89,4,63
90,4,64
91,4,65
92,4,66
93,4,67
94,4,68
95,4,69
96,4,70
97,4,72
98,4,73
99,4,74
100,4,75
101,4,76
102,4,77
103,4,78
104,4,79
105,4,80
106,4,81
107,4,82
108,4,83
109,4,84
110,4,85
111,4,86
112,4,87
113,4,88
114,4,89
115,4,90
116,4,91
117,4,92
118,4,93
119,4,94
120,4,95
121,4,96
122,4,97
123,4,99
124,5,00
125,5,01
126,5,02
127,5,03
128,5,04
129,5,05
130,5,06
131,5,07
132,5,08
133,5,09
134,5,10
135,5,11
136,5,12
137,5,13
138,5,14
139,5,15
140,5,16
141,5,17
142,5,18
143,5,19
144,5,20
145,5,21
146,5,22
147,5,23
148,5,24
149,5,25
150,5,26
151,5,27
152,5,28
153,5,29
154,5,30
155,5,32
156,5,33
157,5,34
158,5,35
159,5,36
160,5,37
161,5,38
162,5,39
163,5,40
164,5,41
165,5,42
166,5,43
167,5,44
168,5,45
169,5,46
170,5,47
171,5,48
172,5,49
173,5,50
174,5,51
175,5,52
176,5,53
177,5,54
178,5,55
179,5,56
180,5,57
181,5,58
182,5,59
183,5,60
184,5,61
185,5,63
186,5,64
187,5,65
188,5,66
189,5,67
190,5,68
191,5,69
192,5,70
193,5,71
194,5,72
195,5,73
196,5,74
197,5,75
198,5,76
199,5,77
200,5,78
201,5,79
202,5,80
203,5,81
204,5,82
205,5,83
206,5,84
207,5,85
208,5,86
209,5,87
210,5,88
211,5,89
212,5,90
213,5,92
214,5,93
215,5,94
216,5,95
217,5,96
218,5,97
219,5,98
220,5,99
221,6,00
222,6,01
223,6,02
224,6,03
225,6,04
226,6,05
227,6,06
228,6,07
229,6,08
230,6,09
231,6,10
232,6,11
233,6,12
234,6,13
235,6,14
236,6,15
237,6,16
238,6,17
239,6,18
240,6,19
241,6,21
242,6,22
243,6,23
244,6,24
245,6,25
246,6,26
247,6,27
248,6,28
249,6,29
250,6,30
1,2,80
2,2,81
3,2,83
4,2,84
5,2,85
6,2,86
7,2,87
8,2,88
9,2,89
10,2,90
11,2,91
12,2,92
13,2,93
14,2,94
15,2,95
16,2,96
17,2,97
18,2,98
19,2,99
20,3,00
21,3,01
22,3,02
23,3,03
24,3,04
25,3,05
26,3,06
27,3,07
28,3,08
29,3,10
30,3,11
31,3,12
32,3,13
33,3,14
34,3,15
35,3,16
36,3,17
37,3,18
38,3,19
39,3,20
40,3,21
41,3,22
42,3,23
43,3,24
44,3,25
45,3,26
46,3,27
47,3,28
48,3,29
49,3,30
50,3,31
51,3,32
52,3,33
53,3,34
54,3,35
55,3,36
56,3,37
57,3,38
58,3,40
59,3,41
60,3,42
61,3,43
62,3,44
63,3,45
64,3,46
65,3,47
66,3,48
67,3,49
68,3,50
69,3,51
70,3,52
71,3,53
72,3,54
73,3,55
74,3,56
75,3,57
76,3,58
77,3,59
78,3,60
79,3,61
80,3,62
81,3,63
82,3,64
83,3,66
84,3,67
85,3,68
86,3,69
87,3,70
88,3,71
89,3,72
90,3,73
91,3,74
92,3,75
93,3,76
94,3,77
95,3,78
96,3,79
97,3,80
98,3,81
99,3,82
100,3,83
101,3,84
102,3,85
103,3,86
104,3,87
105,3,88
106,3,89
107,3,91
108,3,92
109,3,93
110,3,94
111,3,95
112,3,96
113,3,97
114,3,98
115,3,99
116,4,00
117,4,01
118,4,02
119,4,03
120,4,04
121,4,05
122,4,06
123,4,07
124,4,08
125,4,09
126,4,10
127,4,11
128,4,13
129,4,14
130,4,15
131,4,16
132,4,17
133,4,18
134,4,19
135,4,20
136,4,21
137,4,22
138,4,23
139,4,24
140,4,25
141,4,26
142,4,27
143,4,28
144,4,29
145,4,30
146,4,31
147,4,32
148,4,33
149,4,35
150,4,36
151,4,37
152,4,38
153,4,39
154,4,40
155,4,41
156,4,42
157,4,43
158,4,44
159,4,45
160,4,46
161,4,47
162,4,48
163,4,49
164,4,50
165,4,52
166,4,53
167,4,54
168,4,55
169,4,56
170,4,57
171,4,58
172,4,59
173,4,60
174,4,61
175,4,62
176,4,63
177,4,64
178,4,65
179,4,66
180,4,67
181,4,68
182,4,70
183,4,71
184,4,72
185,4,73
186,4,74
187,4,75
188,4,76
189,4,77
190,4,78
191,4,79
192,4,80
193,4,81
194,4,82
195,4,83
196,4,84
197,4,85
198,4,86
199,4,87
200,4,89
201,4,90
202,4,91
203,4,92
204,4,93
205,4,94
206,4,95
207,4,96
208,4,97
209,4,98
210,4,99
211,5,00
212,5,01
213,5,02
214,5,03
215,5,04
216,5,05
217,5,07
218,5,08
219,5,09
220,5,10
221,5,11
222,5,12
223,5,13
224,5,14
225,5,15
226,5,16
227,5,17
228,5,18
229,5,19
230,5,20
231,5,21
232,5,22
233,5,23
234,5,24
235,5,25
236,5,26
237,5,27
238,5,28
239,5,30
240,5,31
241,5,32
242,5,33
243,5,34
244,5,35
245,5,36
246,5,37
247,5,38
248,5,39
249,5,40
250,5,41
251,5,42
252,5,43
253,5,44
254,5,45
255,5,46
256,5,47
257,5,48
258,5,49
259,5,50
260,5,51
261,5,53
262,5,54
263,5,55
264,5,56
265,5,57
266,5,58
267,5,59
268,5,60
269,5,61
270,5,62
271,5,63
272,5,64
273,5,65
274,5,66
275,5,67
276,5,68
277,5,69
278,5,70
279,5,71
280,5,73
281,5,74
282,5,75
283,5,76
284,5,77
285,5,78
286,5,79
287,5,80
288,5,81
289,5,82
290,5,83
291,5,84
292,5,85
293,5,86
294,5,87
295,5,89
296,5,90
297,5,91
298,5,92
299,5,93
300,5,94
